,지역,상호,주소,상표,전화번호,셀프여부,고급휘발유,휘발유,경유,실내등유
207,서울특별시,재정주유소,서울 동대문구 전농로 121 (전농동),현대오일뱅크,070-8256-4617,N,-,1429,1229,1200
208,서울특별시,재원에너지(주)용일주유소,서울 동대문구 안암로 54 (용두동),GS칼텍스,02-3291-5151,N,-,1432,1233,-
209,서울특별시,배봉로주유소,서울 동대문구 서울시립대로 108,현대오일뱅크,02-2242-0556,Y,-,1445,1245,-
210,서울특별시,동일석유(주)강남주유소,서울특별시 동대문구  사가정로 103 (전농동),SK에너지,02-3394-5183,N,-,1448,1248,1200
211,서울특별시,대성산업㈜청량리주유소,서울 동대문구 왕산로 289 (청량리동),GS칼텍스,02-966-9400,Y,-,1457,1257,-
212,서울특별시,답십리주유소,서울 동대문구 답십리로 223 (답십리동),SK에너지,02-2213-9901,N,-,1458,1258,-
213,서울특별시,삼영주유소,서울 동대문구 답십리로 258 (장안동),SK에너지,02-2217-2017,N,-,1458,1258,1200
214,서울특별시,삼미상사(주)장안킹셀프주유소,서울 동대문구  한천로 100 (장안동),SK에너지,02-2242-7115,Y,-,1458,1258,-
215,서울특별시,열린주유소,서울 동대문구 한천로 263 (휘경동),GS칼텍스,02-2215-6543,N,-,1459,1259,-
216,서울특별시,(주)파랑에너지,서울 동대문구 망우로 126,GS칼텍스,02-2242-5145,Y,1595,1459,1259,900
217,서울특별시,대성산업(주)동마장주유소,서울 동대문구 고산자로 405 (용두동),GS칼텍스,02-966-5451,N,1658,1468,1268,-
218,서울특별시,홍능주유소,서울 동대문구 홍릉로 87 (청량리동),S-OIL,02-966-9190,N,-,1477,1277,1000
219,서울특별시,현대오일뱅크㈜직영 스피드주유소,서울 동대문구 천호대로 453 (장안동),현대오일뱅크,02-2216-5151,N,1618,1479,1279,-
220,서울특별시,삼원셀프주유소,서울 동대문구 망우로 90 (휘경동),SK에너지,02-2244-1972,Y,-,1498,1298,1000
221,서울특별시,오동나무주유소,서울 동대문구  한천로 81 (답십리동),S-OIL,02-2247-5132,N,-,1498,1298,1200
222,서울특별시,한영주유소 (한화),서울 동대문구 망우로 38 (휘경동),현대오일뱅크,02-2214-9890,N,-,1599,1390,1100
223,서울특별시,능주주유소,서울 동대문구 청계천로 431 (신설동),SK에너지,02-2232-4245,N,-,1610,1410,-
224,서울특별시,신성주유소,서울 동대문구 장한로 29 (장안동),현대오일뱅크,02-2217-4574,N,-,-,-,-
225,서울특별시,창원이엔지주유소,서울 동작구 사당로 59 (상도동),현대오일뱅크,02-825-5151,N,-,1429,1229,-
226,서울특별시,(주)성림에너지 남성주유소,서울 동작구 동작대로 135 (사당동),GS칼텍스,02-532-0606,Y,-,1449,1269,-
227,서울특별시,지에스칼텍스(주) 대방주유소,서울 동작구 여의대방로 214,GS칼텍스,02-826-5145,N,1599,1449,1249,1000
228,서울특별시,현대오일뱅크(주)직영 사당셀프주유소,서울 동작구 동작대로 73 (사당동),현대오일뱅크,02-521-3618,Y,1649,1449,1269,-
229,서울특별시,현대오일뱅크㈜직영 신대방셀프주유소,서울 동작구 시흥대로 616 (신대방동),현대오일뱅크,02-832-7926,Y,1635,1459,1259,-
230,서울특별시,매일주유소,서울 동작구 상도로 139 (상도동),S-OIL,02-817-4085,N,-,1469,1339,1200
231,서울특별시,현대오일뱅크(주)직영 동작주유소,서울 동작구 상도로 403 (상도동),현대오일뱅크,02-817-9179,N,1649,1479,1299,-
232,서울특별시,대성산업(주) 노량진주유소,서울 동작구 노량진로 172 (노량진동),GS칼텍스,02-815-2354,N,-,1488,1288,1000
233,서울특별시,현대오일뱅크㈜직영 흑석동셀프주유소,서울 동작구 현충로 101 (흑석동),현대오일뱅크,02-815-0724,Y,1659,1489,1289,-
234,서울특별시,살피재주유소,서울 동작구 상도로 334,SK에너지,02-817-2559,N,-,1535,1345,-
235,서울특별시,에스오일(주) 염리동주유소,서울 마포구 백범로 126 (염리동),S-OIL,02-3272-5155,Y,-,1418,1218,-
236,서울특별시,성산주유소,서울 마포구 월드컵북로 170 (성산제2동),SK에너지,02-373-3314,N,-,1447,1247,-
237,서울특별시,용강주유소,서울 마포구 토정로 258,S-OIL,070-7795-4800,N,-,1466,1266,-
238,서울특별시,마포시엠주유소,서울 마포구 월드컵북로62 (성산동),GS칼텍스,02-336-1687,N,-,1467,1257,-
239,서울특별시,대흥주유소,서울 마포구 대흥로 61 (대흥동),SK에너지,02-3273-5151,N,1940,1468,1268,1243
240,서울특별시,청원주유소,서울 마포구 월드컵북로 113 (성산동),현대오일뱅크,02-325-5533,N,1798,1468,1268,-
241,서울특별시,현대오일뱅크㈜직영 성산대교주유소,서울 마포구 성산로 144,현대오일뱅크,02-323-0078,N,1798,1488,1288,1198
242,서울특별시,현대오일뱅크㈜직영 마포제일주유소,서울 마포구 서강로 76 (창전동),현대오일뱅크,02-336-5185,N,1798,1517,1318,1198
243,서울특별시,망원동주유소,서울 마포구 월드컵로 119 (망원동),SK에너지,02-334-0917,N,-,1518,1318,-
244,서울특별시,SK에너지(주) 안국주유소,서울 마포구 양화로 33 (합정동),SK에너지,02-3144-1197,N,1684,1584,1409,-
245,서울특별시,SK에너지 양지주유소,서울 마포구 마포대로 69 (도화동),SK에너지,02-706-8955,N,1809,1689,1529,-
246,서울특별시,마포주유소,서울 마포구 마포대로 186 (공덕동),S-OIL,02-701-3990,N,-,1757,1558,1197
247,서울특별시,서강주유소,서울 마포구 독막로 134 (창전동),SK에너지,02-338-2886,N,-,-,-,-
248,서울특별시,(주)창원이엔지 홍제지점,서울 서대문구 통일로 455 (홍제동),현대오일뱅크,02-379-0753,N,-,1419,1219,1200
249,서울특별시,(주)우남에너지,서울 서대문구 세검정로 87 (홍제동),S-OIL,02-395-4300,N,-,1419,1219,1050
250,서울특별시,(주)미래아스팔트 신우주유소,서울 서대문구 가좌로 106 (홍은동),S-OIL,02-304-5522,Y,-,1424,1223,-
251,서울특별시,세일석유(주) 구도일주유소 두꺼비,서울 서대문구 성산로 312,S-OIL,02-336-0611,Y,-,1424,1224,1100
252,서울특별시,행촌제2주유소,서울 서대문구 성산로 490 (대신동),SK에너지,02-365-5189,N,1663,1424,1224,-
253,서울특별시,지에스칼텍스(주)홍제동주유소,서울 서대문구 통일로 372,GS칼텍스,02-736-3708,Y,1595,1435,1235,1265
254,서울특별시,현대오일뱅크(주)직영 연세주유소,서울 서대문구 연희로 184,현대오일뱅크,02-337-8220,Y,1589,1439,1239,-
255,서울특별시,(주)가재울뉴타운주유소,서울 서대문구 모래내로 205,현대오일뱅크,070-8879-7864,Y,-,1442,1242,-
256,서울특별시,삼미상사(주)서부주유소,서울 서대문구 성산로 255,SK에너지,02-334-4919,Y,-,1443,1243,-
257,서울특별시,연희주유소,서울 서대문구 연희로 129 (연희동 89-7번지),SK에너지,02-338-8045,N,1739,1444,1244,-
258,서울특별시,남정주유소,서울 서대문구 모래내로 243 (남가좌동),GS칼텍스,02-305-9828,N,-,1447,1247,1200
259,서울특별시,현대오일뱅크㈜직영 독립문주유소,서울 서대문구 통일로 384 (홍제동),현대오일뱅크,02-735-0333,N,1628,1448,1182,-
260,서울특별시,광호주유소,서울 서대문구 연희로 266 (홍은동),SK에너지,02-395-7236,N,-,1474,1274,-
261,서울특별시,중앙에너비스 동교지점,서울 서대문구 연희로 12 (창천동),SK에너지,070-8707-4568,Y,1778,1478,1278,-
262,서울특별시,삼보셀프주유소,서울 서대문구 연희로 78 (연희동),SK에너지,02-336-6151,Y,-,1478,1278,-
263,서울특별시,만남의광장주유소,서울 서초구 양재대로12길 73-71,알뜰(ex),02-573-7430,Y,-,1375,1175,-
264,서울특별시,에쓰오일(주)직영 오토테크주유소,서울특별시 서초구  효령로 356 (서초동),S-OIL,02-585-5189,Y,1594,1444,1247,-
265,서울특별시,양재주유소,서울 서초구 바우뫼로 178,SK에너지,02-577-1621,N,1612,1445,1245,-
266,서울특별시,강남대로주유소,서울 서초구 강남대로 206 (양재동),S-OIL,02-579-7547,Y,-,1445,1245,-
267,서울특별시,말죽거리주유소,서울 서초구 남부순환로 2650 (양재동),GS칼텍스,02-579-9933,N,-,1446,1246,1216
268,서울특별시,(주)대농석유 남태령주유소,서울 서초구 과천대로 838 (방배동),SK에너지,02-587-0895,Y,-,1447,1257,-
269,서울특별시,현대오일뱅크㈜직영 양재현대주유소,서울 서초구 마방로 6,현대오일뱅크,02-579-8429,N,1622,1448,1254,1070
270,서울특별시,현대오일뱅크(주)직영 팔레스주유소,서울 서초구 사평대로 136 (반포동),현대오일뱅크,02-720-0020,N,1599,1449,1249,-
271,서울특별시,한독주유소,서울 서초구 방배로 218 (방배동),GS칼텍스,02-3477-6127,N,1625,1449,1249,-
272,서울특별시,에너지플러스허브 삼방주유소,서울 서초구 사평대로 364 (서초동),GS칼텍스,02-536-5145,Y,1624,1454,1268,-
273,서울특별시,지에스칼텍스(주)내곡주유소,서울 서초구 헌릉로 210,GS칼텍스,02-573-7878,N,1595,1455,1265,1250
274,서울특별시,지에스칼텍스(주)헌릉로주유소,서울 서초구 헌릉로 177 (내곡동),GS칼텍스,02-574-0828,Y,1595,1455,1265,1230
275,서울특별시,신반포주유소,서울 서초구 사평대로 94 (반포동),SK에너지,02-533-5151,N,1599,1458,1288,1100
276,서울특별시,지에스칼텍스(주)선천주유소,서울 서초구 동작대로 206 (방배동),GS칼텍스,02-592-4915,N,1589,1459,1269,-
277,서울특별시,현대오일뱅크㈜직영 반포셀프주유소,서울 서초구 사평대로 12,현대오일뱅크,02-599-5189,Y,1609,1459,1259,-
278,서울특별시,(주)한미건설 서울주유소,서울 서초구 서초중앙로 91 (서초동),GS칼텍스,02-597-5152,N,-,1465,1265,-
279,서울특별시,태봉셀프주유소,서울 서초구 태봉로 117 (우면동),SK에너지,02-571-8000,Y,-,1465,1265,-
280,서울특별시,(주)한미석유 서초주유소,서울 서초구 반포대로 64 (서초동),GS칼텍스,02-582-5198,N,1635,1465,1265,-
281,서울특별시,현대오일뱅크(주)직영 방배현대주유소,서울 서초구 동작대로 182 (방배동),현대오일뱅크,02-534-0051,N,1599,1469,1269,1100
282,서울특별시,서초꽃마을주유소,서울 서초구 반포대로 69 (서초동),GS칼텍스,02-523-5551,N,1635,1475,1275,-
283,서울특별시,현대오일뱅크(주)직영 서초제일주유소,서울 서초구 사임당로 116 (서초동),현대오일뱅크,02-587-6080,N,1649,1477,1293,-
284,서울특별시,지에스칼텍스(주)남서울주유소,서울 서초구 나루터로 83 (잠원동),GS칼텍스,02-542-1517,N,1632,1482,1295,990
285,서울특별시,대성석유(주)연일주유소,서울 서초구 남부순환로 2451,GS칼텍스,02-3471-5151,N,1698,1485,1298,1100
286,서울특별시,대신석유(주)대우주유소,서울 서초구 양재대로 173 (양재동),SK에너지,02-572-0567,Y,-,1489,1287,-
287,서울특별시,반포그린주유소,서울 서초구 서초중앙로 239 (반포동),GS칼텍스,02-532-5147,N,1658,1492,1340,-
288,서울특별시,대성산업(주)직영 터미널(고속)주유소,서울 서초구 신반포로 222 (반포동),GS칼텍스,02-535-3001,N,1658,1492,1340,1000
289,서울특별시,대성산업(주)직영강남주유소,서울 서초구 반포대로 284 (반포동),GS칼텍스,02-594-5987,N,1658,1492,1340,-
290,서울특별시,양재최고주유소,서울 서초구 매헌로 72 (양재동),S-OIL,02-2057-5189,N,-,1495,1295,-
291,서울특별시,(주)홈런주유소,서울 서초구 양재대로2길 100-30 (우면동),S-OIL,02-577-5151,Y,-,1495,1295,-
292,서울특별시,크로바주유소,서울 서초구 효령로 327 (서초동),SK에너지,02-586-8100,N,1829,1539,1435,-
293,서울특별시,방배동주유소,서울 서초구 효령로 29 (방배동),SK에너지,02-584-2086,N,-,1571,1347,-
294,서울특별시,현대오일뱅크㈜직영 사평로주유소,서울 서초구 사평대로 350 (서초동),현대오일뱅크,02-3481-2513,N,1839,1662,1467,-
295,서울특별시,(주)선문에너지 중앙주유소,서울특별시 서초구  바우뫼로 219 (양재1동),S-OIL,02-575-5110,N,2088,1867,1667,1250
296,서울특별시,대신석유㈜서원주유소,서울 서초구 반포대로 142 (서초동),SK에너지,02-599-3657,N,1998,1878,1678,-
297,서울특별시,선우상사Q엔느,서울 서초구 방배로 66 (방배동),SK에너지,02-581-5101,N,2208,1942,1738,-
298,서울특별시,전당앞주유소,서울 서초구 남부순환로 2391 (서초동),SK에너지,02-597-2381,N,-,-,-,-
299,서울특별시,(주)서울에너지 직영,서울 성동구 천호대로 324 (용답동),S-OIL,02-3390-4338,Y,-,1427,1227,-
300,서울특별시,KLP제2주유소,서울 성동구 동일로 249 (송정동),현대오일뱅크,02-465-5182,Y,-,1435,1235,-
301,서울특별시,정호주유소,서울 성동구 고산자로 307 (마장동),자가상표,02-2297-9442,N,-,1438,1238,-
302,서울특별시,현대오일뱅크(주) 성동셀프주유소,서울 성동구 마장로 311 (마장동),현대오일뱅크,02-2299-7333,Y,1638,1445,1245,-
303,서울특별시,지에스칼텍스㈜ 도루코주유소,서울 성동구 아차산로 180,GS칼텍스,02-463-6919,Y,1665,1475,1275,1030
304,서울특별시,아이콘주유소,서울 성동구 고산자로 273 (도선동),S-OIL,02-2291-5189,N,-,1478,1278,1100
305,서울특별시,SK에너지(주) 군자동주유소,서울 성동구 천호대로 446 (용답동),SK에너지,02-2244-4945,N,1599,1479,1279,-
306,서울특별시,삼우주유소,서울 성동구 천호대로 392,SK에너지,02-2245-8974,N,-,1498,1298,-
307,서울특별시,경진주유소,서울 성동구 고산자로 348 (마장동),SK에너지,02-2295-3331,N,-,1498,1298,1200
308,서울특별시,현대오일뱅크㈜직영 효진주유소,서울 성동구 동일로 129,현대오일뱅크,02-464-7252,N,1668,1498,1298,1028
309,서울특별시,SK에너지(주) 성수주유소,서울 성동구 뚝섬로 352 (성수동1가),SK에너지,02-467-7240,N,1659,1516,1316,-
310,서울특별시,kh에너지(주)성수만세주유소,서울 성동구 왕십리로 109,SK에너지,02-499-8223,Y,1735,1516,1316,-
311,서울특별시,SK세원2주유소,서울 성동구 광나루로 184 (성수동1가),SK에너지,02-462-5665,N,1810,1530,1325,-
312,서울특별시,금호주유소,서울 성동구 금호로 39 (금호동4가),GS칼텍스,02-2297-0066,N,-,1635,1448,1320
313,서울특별시,청계로주유소,서울 성동구 청계천로 454 (하왕십리동),SK에너지,02-2294-4225,N,-,1698,1547,1245
314,서울특별시,(주)옥수하이웨이스테이션,서울 성동구 독서당로 168 (옥수동),GS칼텍스,02-2282-5151,N,1993,1705,1557,-
315,서울특별시,동일주유소,서울 성동구 광나루로 254 (성수동2가),현대오일뱅크,02-461-7100,N,1999,1745,1547,1198
316,서울특별시,원천주유소,서울 성북구 돌곶이로 142 (장위동),알뜰주유소,070-4007-1051,N,-,1395,1195,-
317,서울특별시,(주)삼표에너지 정릉주유소,서울 성북구 보국문로 35 (정릉동),GS칼텍스,02-914-6556,Y,1589,1398,1198,900
318,서울특별시,강산제2주유소,서울 성북구 보국문로 52,현대오일뱅크,02-942-1448,Y,-,1398,1198,900
319,서울특별시,장위주유소,서울 성북구 화랑로 110 (하월곡동),S-OIL,02-6498-5189,Y,-,1408,1207,-
320,서울특별시,(주)성북주유소,서울 성북구 보문로 142,현대오일뱅크,02-928-4900,Y,-,1409,1209,-
321,서울특별시,이케이에너지㈜ 강산주유소,서울 성북구 보문로 27 (보문동7가),GS칼텍스,02-953-1448,Y,-,1409,1209,1000
322,서울특별시,현대오일뱅크(주)직영 장삼주유소,서울 성북구 한천로 612 (장위동),현대오일뱅크,02-909-0314,Y,1679,1417,1217,999
323,서울특별시,㈜명연에너지 효성주유소,서울 성북구 화랑로 27,GS칼텍스,02-942-5150,N,1899,1418,1349,1149
324,서울특별시,SK에너지(주) 드림랜드주유소,서울 성북구 월계로 128 (장위동),SK에너지,02-916-9906,N,-,1427,1227,-
325,서울특별시,(주)신용 구도일주유소화랑로,서울 성북구 화랑로 174,S-OIL,02-963-0051,Y,-,1427,1237,-
326,서울특별시,신동방주유소,서울 성북구 월계로 84 (장위동),S-OIL,02-918-5151,N,-,1427,1227,-
327,서울특별시,GS칼텍스(주) 종암주유소,서울 성북구 종암로 145 (종암동),GS칼텍스,02-921-7785,Y,1578,1428,1228,-
328,서울특별시,재정제2주유소 길음지점,서울 성북구 삼양로 78 (길음동),현대오일뱅크,02-980-1311,N,-,1429,1229,1200
329,서울특별시,신방주유소,서울 성북구 안암로 111 (안암동5가),S-OIL,02-922-5151,N,-,1432,1233,-
330,서울특별시,삼선주유소,서울 성북구 창경궁로 324,S-OIL,02-766-5105,Y,1895,1437,1237,-
331,서울특별시,현대오일뱅크㈜직영 광덕셀프주유소,서울 성북구 보문로 89 (보문동5가),현대오일뱅크,02-923-5545,Y,1597,1437,1237,-
332,서울특별시,우리주유소,서울 성북구 화랑로 292,SK에너지,02-969-5185,Y,-,1438,1238,-
333,서울특별시,현대오일뱅크㈜직영 고대셀프주유소,서울 성북구 종암로 12 (종암동),현대오일뱅크,02-912-5151,Y,1569,1438,1238,-
334,서울특별시,현대오일뱅크㈜직영 북악셀프주유소,서울 성북구 정릉로 218 (정릉동),현대오일뱅크,02-911-5189,Y,-,1439,1239,-
335,서울특별시,지에스칼텍스㈜ 화랑주유소,서울 성북구 화랑로 185,GS칼텍스,02-942-5152,N,-,1439,1239,1100
336,서울특별시,중앙에너비스 종암지점,서울 성북구 종암로 58,SK에너지,070-8707-4565,Y,-,1458,1258,-
337,서울특별시,지에스칼텍스㈜ 세창주유소,서울 성북구 동소문로 323,GS칼텍스,02-988-2491,Y,1662,1459,1259,1120
338,서울특별시,현대오일뱅크㈜직영 아리랑주유소,서울 성북구 아리랑로 96 (정릉동),현대오일뱅크,02-941-5189,N,1599,1459,1259,1025
339,서울특별시,동일주유소,서울특별시 성북구  보문로 85 (보문동5가),GS칼텍스,02-923-8484,N,-,1499,1295,1285
340,서울특별시,지에스이앤알 직영 송파제일주유소,서울 송파구 삼학사로 50 (석촌동),현대오일뱅크,02-424-2900,Y,-,1420,1220,-
341,서울특별시,삼화주유소,서울 송파구 백제고분로 125,GS칼텍스,02-2203-2280,Y,1559,1433,1232,-
342,서울특별시,아시아주유소,서울 송파구 도곡로 438 (잠실동),GS칼텍스,02-416-1911,Y,1559,1433,1232,-
343,서울특별시,삼전셀프주유소,서울 송파구 백제고분로 199,SK에너지,02-420-5101,Y,1559,1433,1232,-
344,서울특별시,삼정주유소,서울 송파구 백제고분로 252 (삼전동),GS칼텍스,02-412-5189,Y,-,1433,1232,-
345,서울특별시,위례제일주유소,서울 송파구 위례서로 258,S-OIL,02-408-9951,Y,-,1433,1234,-
346,서울특별시,상아주유소,서울 송파구 거마로 82 (마천동),현대오일뱅크,02-409-8251,Y,-,1433,1234,950
347,서울특별시,현대오일뱅크㈜직영 잠실셀프주유소,서울 송파구 송파대로 397 (석촌동),현대오일뱅크,02-417-7111,Y,1588,1434,1232,1240
348,서울특별시,백제고분로주유소,서울 송파구 오금로 143 (방이동),SK에너지,02-2202-4050,Y,1545,1437,1236,-
349,서울특별시,(주)삼표에너지 훼미리주유소,서울 송파구 중대로 58 (문정동),GS칼텍스,02-448-9252,N,1638,1438,1238,1200
350,서울특별시,대성주유소,서울 송파구 마천로 230 (마천동),SK에너지,02-431-1991,N,-,1438,1238,960
351,서울특별시,지에스칼텍스(주)우리주유소,서울 송파구 동남로 153,GS칼텍스,02-3401-1588,N,1575,1439,1248,1220
352,서울특별시,(주)남경석유 세영주유소,서울 송파구 동남로 298,GS칼텍스,02-406-7778,N,-,1439,1248,-
353,서울특별시,(주)잠실에너지,서울 송파구 송파대로 442 (송파동),S-OIL,02-414-5010,Y,1545,1439,1237,-
354,서울특별시,방이주유소,서울 송파구 위례성대로12길 38 (방이동),SK에너지,02-424-3051,N,-,1442,1243,-
355,서울특별시,남성대주유소,서울 송파구 송파대로 52 (장지동),SK에너지,02-409-2211,Y,-,1443,1245,-
356,서울특별시,완불주유소,서울 송파구 송파대로 3 (장지동),SK에너지,02-3402-2900,Y,1565,1443,1245,-
357,서울특별시,(주)뉴명성산업 남성주유소,서울 송파구 백제고분로 474 (방이동),현대오일뱅크,02-423-5128,N,-,1445,1239,-
358,서울특별시,(주)유진주유소,서울 송파구 동남로 325 (오금동),SK에너지,02-406-3956,N,-,1446,1257,-
359,서울특별시,지에스칼텍스(주)가든파이브주유소,서울 송파구 탄천동로 740,GS칼텍스,02-409-5145,Y,1597,1447,1257,-
360,서울특별시,(주)정직한주유소,서울 송파구 오금로 455 (거여동),현대오일뱅크,02-406-4634,Y,-,1448,1248,-
361,서울특별시,(주)퍼스트오일서울주유소,서울 송파구 문정로 153 (가락동),S-OIL,02-407-0708,N,-,1448,1248,1000
362,서울특별시,한강에너지(주)퍼스트주유소,서울 송파구 삼학사로 22 (석촌동),SK에너지,02-422-2834,Y,1615,1455,1255,-
363,서울특별시,제트라인DM주유소,서울 송파구 중대로 183 (가락동),현대오일뱅크,02-430-5151,N,-,1457,1258,-
364,서울특별시,현대오일뱅크㈜직영 거여셀프주유소,서울 송파구 거마로 5 (거여동),현대오일뱅크,02-409-9836,Y,1587,1458,1258,-
365,서울특별시,지에스칼텍스(주)스마트위례주유소,서울 송파구 위례중앙로 43 (장지동),GS칼텍스,02-409-5185,Y,1595,1463,1265,-
366,서울특별시,(주)신화에너지 서울지점,서울 송파구 가락로 47 (석촌동),SK에너지,02-2202-8484,Y,-,1465,1265,1100
367,서울특별시,송파주유소,서울 송파구 송이로 28 (송파동),GS칼텍스,02-2203-3737,Y,-,1467,1267,1100
368,서울특별시,대성석유(주)석촌주유소,서울 송파구 백제고분로 289,GS칼텍스,02-421-0051,N,1697,1478,1308,1100
369,서울특별시,현대오일뱅크㈜직영 서원주유소,서울 송파구 중대로 154 (가락동),현대오일뱅크,02-402-5929,N,1599,1487,1289,1095
370,서울특별시,현대오일뱅크㈜직영 올림픽셀프주유소,서울 송파구 위례성대로 188 (오금동),현대오일뱅크,02-448-9804,Y,1559,1487,1289,-
371,서울특별시,송파알찬주유소,서울 송파구 백제고분로 229 (삼전동),S-OIL,02-3432-0028,N,-,1538,1339,1298
372,서울특별시,대신석유(주)진양주유소,서울 송파구 올림픽로 499 (풍납동),SK에너지,02-477-1906,N,1739,1689,1489,-
373,서울특별시,현대주유소,서울 양천구 남부순환로 372 (신월동),S-OIL,02-2608-9231,Y,-,1388,1188,-
374,서울특별시,형산석유(주)원주유소,서울 양천구 남부순환로 408,현대오일뱅크,02-2690-5837,N,-,1398,1198,1100
375,서울특별시,개나리Self주유소,서울 양천구 남부순환로 442 (신월동),SK에너지,02-2606-5189,Y,-,1398,1198,-
376,서울특별시,양천구주유소,서울 양천구 국회대로 275 (목동),알뜰주유소,02-2644-5105,Y,-,1405,1205,-
377,서울특별시,지에스칼텍스㈜ 서호주유소,서울 양천구 남부순환로 317,GS칼텍스,02-2602-5172,Y,1565,1415,1215,1015
378,서울특별시,가로공원주유소,서울 양천구 가로공원로 165 (신월동),SK에너지,02-2695-3423,N,-,1415,1215,-
379,서울특별시,지에스이앤알 직영 서울주유소,서울 양천구 신정로 236 (신정동),GS칼텍스,02-2607-9478,N,-,1415,1215,-
380,서울특별시,신월주유소,서울 양천구 신월로 193 (신월동),GS칼텍스,02-2603-5182,Y,-,1418,1218,1100
381,서울특별시,(주)블루에너지,서울 양천구 중앙로 226 (신정동),SK에너지,02-2646-6212,Y,-,1429,1229,-
382,서울특별시,현대오일뱅크(주)직영 양천셀프주유소,서울 양천구 목동로 17,현대오일뱅크,02-2644-5185,Y,1599,1439,1239,-
383,서울특별시,SK에너지(주) 신평,서울 양천구 목동남로 62 (신정동),SK에너지,02-2654-5145,N,1599,1439,1239,998
384,서울특별시,현대오일뱅크㈜직영 목동셀프주유소,서울 양천구 공항대로 648 (목동),현대오일뱅크,02-2648-4204,Y,-,1440,1240,-
385,서울특별시,지에스칼텍스㈜ 건지주유소,서울 양천구 안양천로 1171 (목동),GS칼텍스,02-2644-5108,Y,1590,1440,1240,1030
386,서울특별시,현대오일뱅크(주)직영 남부순환셀프주유소,서울 양천구 남부순환로 553 (신월동),현대오일뱅크,02-2690-5001,Y,1609,1444,1244,-
387,서울특별시,SK에너지(주) 경인주유소,서울 양천구 국회대로 170 (신정동),SK에너지,02-2693-4994,Y,-,1449,1249,-
388,서울특별시,(주)삼표에너지 목동주유소,서울 양천구 목동서로 129 (목동),GS칼텍스,02-2654-5153,N,1649,1449,1249,-
389,서울특별시,신정동주유소,서울 양천구 안양천로 663 (신정동),현대오일뱅크,02-2651-5189,Y,-,1458,1258,-
390,서울특별시,목동주유소,서울 양천구 목동중앙로 125 (목동),SK에너지,02-2645-5104,Y,-,1458,1258,-
391,서울특별시,(주)서부트럭터미날,서울 양천구 신정로 167 (신정동),현대오일뱅크,02-2614-0047,N,-,1459,1259,1100
392,서울특별시,현대오일뱅크(주) 양천주유소,서울 양천구 안양천로 1179 (목동),현대오일뱅크,02-2653-5189,N,1614,1460,1253,-
393,서울특별시,대농self주유소,서울 양천구 중앙로 331 (신월동),SK에너지,02-2694-4966,Y,-,1464,1264,-
394,서울특별시,양정주유소,서울 양천구 국회대로 158 (신정동),현대오일뱅크,02-2691-5185,N,-,1478,1278,-
395,서울특별시,현대오일뱅크(주)직영 신목동셀프주유소,서울 양천구 목동동로10길 13,현대오일뱅크,02-2642-5188,Y,1679,1484,1274,-
396,서울특별시,신양주유소,서울 양천구 지양로 67,SK에너지,02-2608-3312,N,-,1499,1289,1199
397,서울특별시,현대오일뱅크㈜직영 코리아주유소,서울 양천구 신목로7길 1,현대오일뱅크,02-2646-6121,N,1799,1694,1494,-
398,서울특별시,평화주유소,서울 양천구 안양천로 657 (신정동),SK에너지,02-2647-2122,N,1897,1697,1476,-
399,서울특별시,남서울고속주유소,서울 영등포구 가마산로 367 (대림동),SK에너지,02-843-5151,Y,-,1379,1179,-
400,서울특별시,도림주유소,서울 영등포구 도림로 343 (도림동),알뜰주유소,02-835-8881,Y,-,1384,1184,-
401,서울특별시,(주)강서오일,서울 영등포구 도신로 151,현대오일뱅크,02-832-1700,N,-,1389,1189,899
402,서울특별시,(주)대청에너지 대청주유소,서울 영등포구 가마산로 328 (대림동),GS칼텍스,02-841-8780,N,-,1399,1199,-
403,서울특별시,(주)MS주유소,서울 영등포구 대림로 230,현대오일뱅크,02-849-5577,N,-,1399,1199,-
404,서울특별시,행촌주유소,서울 영등포구 도신로 130 (신길동),SK에너지,070-7758-5189,N,-,1409,1209,-
405,서울특별시,지에스칼텍스㈜ 화일주유소,서울 영등포구 도림로 415,GS칼텍스,02-2633-5546,Y,1565,1415,1215,1139
406,서울특별시,매봉주유소,서울 영등포구 도신로 248 (신길동),현대오일뱅크,02-836-8851,Y,-,1417,1217,1100
407,서울특별시,지에스칼텍스㈜ 신길주유소,서울 영등포구 신길로 74 (신길동),GS칼텍스,02-833-1113,Y,1579,1429,1229,1034
408,서울특별시,(주)한미석유 제2한강주유소,서울 영등포구 선유로 260 (양평동4가),GS칼텍스,02-2633-2716,Y,-,1438,1238,-
409,서울특별시,한경석유(주)경덕주유소,서울 영등포구 여의대방로23길 2 (신길동),SK에너지,02-843-3900,Y,-,1438,1238,-
410,서울특별시,선유도주유소,서울 영등포구 양평로 141 (양평동5가),S-OIL,02-2671-5223,Y,-,1438,1238,-
411,서울특별시,㈜지에스이앤알 모드니주유소,서울 영등포구 경인로 789,GS칼텍스,02-2637-7788,N,-,1438,1238,-
412,서울특별시,SK에너지(주) 양평주유소,서울 영등포구 선유로 195 (양평동3가),SK에너지,02-2633-1013,Y,-,1438,1238,-
413,서울특별시,SK에너지(주) 기린주유소,서울 영등포구 선유로 270,SK에너지,02-2671-5182,Y,-,1438,1238,1170
